"","empmean","empsd","emprho","empsamplesize.ave","timewindow","muCIrecover","estmu","biasmu","widthmu","sdCIrecover","estsd","biassd","widthsd","rhoCIrecover","estrho","biasrho","widthrho","rho_simset"
"1",6.74574305719424,3.51050890808988,0.0143175936978727,28.892,"D5 - D10",46,6.71997410497406,-0.00382003168541956,2.44748104829374,48,3.48335196918059,-0.00773589801943053,2.75647490391895,46,-0.00876744881532533,-1.61235491105101,0.705373834769081,0
"2",6.65353976786719,3.47531046987859,0.0203774101494003,54.282,"D10 - D15",47,6.67987592783208,0.00395821786353134,1.77278005025608,50,3.52888255411674,0.015415049878986,2.0091959177,41,-0.016779592220541,-1.82344086405086,0.508252161260958,0
"3",6.46360846876603,3.35517629483589,0.023453573284865,95.478,"D15 - D20",48,6.47609578083064,0.00193194128712371,1.31026556381377,49,3.4278845462284,0.0216704712370623,1.48269851333344,42,-0.0099549031606356,-1.4244514488144,0.392075826447925,0
"4",6.2673364226021,3.2290611842511,0.0322655470475425,141.353,"D20 - D25",47,6.36838400446536,0.0161228909778728,1.03822529027107,48,3.35587578593554,0.0392729014559854,1.16690972022269,48,0.0242220615499578,-0.249290225444893,0.32053947279134,0
"5",6.10825492936274,3.18165423360442,0.0254164974016926,169.155,"D25 - D30",47,6.17749126374055,0.0113348796306767,0.899534574864756,48,3.22832495031479,0.0146686953652704,1.00509765589958,48,0.00940924256213795,-0.629797827236756,0.289180288299457,0
"6",6.08042530306484,3.24680571676016,0.00878814353617823,156.23,"D30 - D35",47,6.12237338044852,0.00689887224871244,0.925104448462576,47,3.22139597606518,-0.00782607365874011,1.03598559823613,50,-0.00404394433833858,-1.46015911343401,0.297805129947845,0
"7",6.47746482668933,3.38117829661163,0.192679418285492,28.989,"D5 - D10",41,6.24959253488039,-0.0351792403210021,2.15812147313171,44,3.21943820540817,-0.0478354221560989,2.47755209225152,46,0.198227081552687,0.0287921943950142,0.655256659885493,0.25
"8",6.42277484033857,3.37546992399677,0.215587396238644,54.811,"D10 - D15",48,6.3408387617946,-0.0127571152003281,1.60005833449973,47,3.27216995765581,-0.0306031363534257,1.81513323075653,44,0.192973241022205,-0.104895534762182,0.487166276225006,0.25
"9",6.26833385661417,3.26434730215274,0.220375720132457,96.542,"D15 - D20",49,6.21030364398167,-0.00925767739241834,1.19938003990041,48,3.26132333478786,-0.000926362021249294,1.37151700355262,48,0.213884169714125,-0.029456740581175,0.367595589922024,0.25
"10",6.13181914002884,3.17216465952661,0.230793500895156,142.89,"D20 - D25",44,6.23197198703754,0.0163333008886217,0.963257329617949,50,3.25739579279169,0.0268684454979713,1.10293494467092,44,0.240245336744022,0.0409536482275539,0.292645177684992,0.25
"11",6.05489224908039,3.14833265821441,0.226027133673537,170.931,"D25 - D30",44,6.13138877243324,0.012633837268446,0.86661932544679,48,3.19822080033369,0.0158458929011565,0.98597292054269,47,0.225825005309386,-0.000894265926686288,0.270498578793691,0.25
"12",6.12351041792482,3.22987564552635,0.210200567770489,155.715,"D30 - D35",48,6.13902535102496,0.00253366648233855,0.90384641320293,48,3.22082715059781,-0.0028014994760146,1.03059076484392,48,0.229626789723088,0.0924175522390114,0.278947715850762,0.25
"13",6.17244791048268,3.11425668599027,0.384150539741775,29.075,"D5 - D10",41,6.0725526261076,-0.0161840627614581,1.89087981951529,44,3.0210704675025,-0.0299224591559756,2.21604904841605,46,0.387956954337277,0.00990865351395898,0.571018678028389,0.5
"14",6.17139240363549,3.20165457531228,0.424883205931551,55.409,"D10 - D15",46,6.1196145149559,-0.00838998483536513,1.42118131089335,48,3.16864400059017,-0.0103104735209899,1.69410438082288,39,0.417114435913873,-0.0182844836162561,0.401819018373698,0.5
"15",6.06346279646806,3.14351904096756,0.435868902474686,97.787,"D15 - D20",43,6.07108831561805,0.00125761786720879,1.06584952380133,49,3.16244566018632,0.00602083810280973,1.27874971688381,44,0.448453599770277,0.0288726661253897,0.294866783782331,0.5
"16",5.99686114138691,3.08239809579283,0.445389973164538,144.931,"D20 - D25",43,6.10714516261912,0.0183902909592306,0.869269757384728,47,3.18900124192234,0.0345844835146396,1.0482505768228,45,0.460917776482744,0.0348633877136464,0.2368784779512,0.5
"17",6.01620051745557,3.11301280288025,0.444061464732656,172.553,"D25 - D30",42,6.04665887560637,0.00506272323577495,0.773246151390705,48,3.12916316146971,0.00518801547315051,0.926377743511905,43,0.465586154040498,0.0484723197515051,0.213719578563137,0.5
"18",6.18773146511494,3.20828324854272,0.436164618716562,155.207,"D30 - D35",44,6.17639909544312,-0.00183142557748461,0.833331895678174,47,3.22747565238771,0.00598214133795993,1.00075316188271,43,0.457098859774405,0.0479961926289267,0.223744705228736,0.5
"19",5.84354534454025,2.72248974365275,0.616334275697512,29.474,"D5 - D10",37,5.74087885093605,-0.0175692131319086,1.41846631665376,42,2.73603475794512,0.00497523060424609,1.76618552231763,38,0.653416683489245,0.0601660645106374,0.38026523040364,0.75
"20",5.93164766734044,2.98163888695781,0.669468563607069,55.257,"D10 - D15",39,5.8728044958331,-0.00992020679706418,1.06085994441479,45,2.9238721797615,-0.0193741460272036,1.35328405514764,41,0.679151605280744,0.014463773506411,0.244391299312918,0.75
"21",5.87589268680148,2.9880214049327,0.682759327253168,99.139,"D15 - D20",29,5.865673157146,-0.00173923013918165,0.809039995214238,40,2.96740117957698,-0.00690096306595545,1.04005402084557,40,0.693958100495973,0.0164022266643491,0.177644211445895,0.75
